paper_id,title,authors,year,human_decision,ai_decision,confidence,rule_applied,agreement_level,processing_time,engine1_model,engine2_model,extracted_title,title_match,title_similarity,title_validation_status,criterion_1_lmic,criterion_2_cash,criterion_3_assets,criterion_4_design,criterion_5_year,criterion_6_completed,has_qualitative_data,has_cost_data,human_class,ai_class,agreement
121350888,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,PARTIAL,39.96095252037048,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Methodologies for evaluating women's empowerment in poverty alleviation programmes: illustrations from Paraguay and Honduras,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121347207,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,46.4317729473114,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Measuring movements out of poverty: Results from IFAD-supported projects,N/A,0.0,SKIPPED: No human title available,UNCLEAR,NO,NO,UNCLEAR,YES,NO,YES,NO,UNKNOWN,EXCLUDE,N/A
121327843,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,69.84662961959839,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Despite the popularity of public works programs in developing countries, there is virtually no evidence on the value of the infrastructure they generate",N/A,0.0,SKIPPED: No human title available,UNCLEAR,UNCLEAR,NO,UNCLEAR,YES,UNCLEAR,NO,YES,UNKNOWN,EXCLUDE,N/A
121295907,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,53.08880138397217,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Impact of food security package program on improving rural household's food consumption in Tigray region, Northern Ethiopia",N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295002,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,62.492605447769165,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"The Maziko trial: study protocol for a cluster-randomised controlled trial evaluating the effectiveness of integrating early childhood development, nutrition-sensitive social behaviour change and cash transfers to improve maternal diets and child nutrition and development in Malawi",N/A,0.0,SKIPPED: No human title available,YES,YES,NO,YES,YES,NO,NO,YES,UNKNOWN,EXCLUDE,N/A
121295429,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,50.50601291656494,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of Productive Safety Net Program intervention on food security of rural households in rural western Ethiopia,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121295762,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,52.10024309158325,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Women for Women International economic and social empowerment programme impact on intimate partner violence and depression in Afghanistan,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121295979,,,,,INCLUDE_CLEAR,"Clear inclusion: All 6 substantive criteria YES, engines in strong agreement (6/7 criteria agree). Paper clearly meets inclusion requirements.",Rule 2: All YES + AGREE → INCLUDE_CLEAR,AGREE,68.61862802505493,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,N/A,0.0,SKIPPED: No human title available,YES,YES,YES,YES,YES,YES,NO,NO,UNKNOWN,INCLUDE,N/A
121378171,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,PARTIAL,48.37273383140564,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Determinants of depressive symptoms among postpartum mothers in rural Ethiopia,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295494,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,51.30802392959595,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Environmental enteric dysfunction and growth failure/stunting in global child health,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121330085,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,41.94762420654297,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of Trade Integration on Poverty Reduction in ECOWAS,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121358480,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,59.050861835479736,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Spatial characteristics of e-commerce demonstration county and its impact on entrepreneurial vitality,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121351678,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,63.99609041213989,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,UNCLEAR,YES,YES,UNKNOWN,EXCLUDE,N/A
121295294,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,51.239662885665894,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Analysis of LEAP Transfer Size,N/A,0.0,SKIPPED: No human title available,YES,YES,NO,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121294925,,,,,CONFLICT,"DECISION CONFLICT: Engines reach different conclusions. Engine 1 (Engine1_Interpretation) → EXCLUDE, Engine 2 (Engine2_Interpretation) → INCLUDE. Requires human resolution to determine correct inclusion decision.",Rule C: Decision conflict → CONFLICT,CONFLICT,48.4137020111084,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The study analyzed the impact of the Productive Safety Net Program (PSNP) on Household Asset Building (HAB) in drought-prone areas of Southern Ethiopia,N/A,0.0,SKIPPED: No human title available,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,UNKNOWN,MAYBE,N/A
121310303,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,58.08544325828552,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Home-based early child development intervention on child development indicators in rural Peru: a community-randomised trial,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121338920,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,60.62342667579651,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Trade Liberalization, Poverty and Inequality: Evidence from Indian Districts",N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121329904,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,40.670250415802,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Evidence from India,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121335374,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,45.512601137161255,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Sustainable livelihoods through partnership and appropriate technology: The case of the rubble removal project in Gaza,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121340376,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,49.421865701675415,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The Impact of Workplace Inspections on Understanding and Compliance with Occupational Safety and Health Legislation in Sri Lanka,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295046,,,,,EXCLUDE_CLEAR,"Definite exclusion: 4 key criteria are NO: LMIC country, Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,PARTIAL,37.749905586242676,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Desire for contraceptive counseling among women seeking first-trimester abortion,N/A,0.0,SKIPPED: No human title available,NO,NO,NO,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121294781,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,46.630545139312744,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,UNCLEAR,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295665,,,,,INCLUDE_CLEAR,"Clear inclusion: All 6 substantive criteria YES, engines in strong agreement (6/7 criteria agree). Paper clearly meets inclusion requirements.",Rule 2: All YES + AGREE → INCLUDE_CLEAR,AGREE,63.36336541175842,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Ethiopia's Food Security Programme: Productive Safety Net Programme (PSNP) and Household Asset Building Programme (HABP),N/A,0.0,SKIPPED: No human title available,YES,YES,YES,YES,YES,YES,NO,NO,UNKNOWN,INCLUDE,N/A
121330138,,,,,CONFLICT,"DECISION CONFLICT: Engines reach different conclusions. Engine 1 (Engine1_Interpretation) → EXCLUDE, Engine 2 (Engine2_Interpretation) → INCLUDE. Requires human resolution to determine correct inclusion decision.",Rule C: Decision conflict → CONFLICT,CONFLICT,54.52910327911377,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Exchange asymmetries in productive assets: Tools versus fertilizer in Ethiopia,N/A,0.0,SKIPPED: No human title available,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,YES,NO,UNKNOWN,MAYBE,N/A
121294999,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,52.82767629623413,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of poverty alleviation policy on environmental quality in poverty-stricken counties on the Qinghai-Tibet Plateau,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121307820,,,,,CONFLICT,"DECISION CONFLICT: Engines reach different conclusions. Engine 1 (Engine1_Interpretation) → INCLUDE, Engine 2 (Engine2_Interpretation) → MAYBE. Requires human resolution to determine correct inclusion decision.",Rule C: Decision conflict → CONFLICT,CONFLICT,58.40729546546936,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Analysis of the impact of the Sloping Land Conversion Program on rural household income in the upper reaches of Minjiang River,N/A,0.0,SKIPPED: No human title available,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,YES,YES,UNKNOWN,MAYBE,N/A
121359186,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,51.33842134475708,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Alleviating Poverty in China and in the Chinese Way: Strategies, Approaches, and Experience",N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295532,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,51.68443465232849,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Shonjibon Cash and Counselling study,N/A,0.0,SKIPPED: No human title available,YES,YES,NO,YES,YES,NO,NO,YES,UNKNOWN,EXCLUDE,N/A
121296034,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,46.770503520965576,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,N/A,0.0,SKIPPED: No human title available,YES,YES,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121312683,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: LMIC country, Productive assets, Publication year. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,52.459673166275024,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The New Hope Project impact on family functioning and child development outcomes,N/A,0.0,SKIPPED: No human title available,NO,YES,NO,YES,NO,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121312239,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: LMIC country, Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,PARTIAL,45.02082085609436,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,New Hope Program Impact Study,N/A,0.0,SKIPPED: No human title available,NO,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121304546,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,34.221617221832275,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,UNCLEAR,NO,NO,UNKNOWN,EXCLUDE,N/A
121330200,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,48.193158864974976,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Financial Linkages, Remittances, and Resource Dependence in East Asia",N/A,0.0,SKIPPED: No human title available,UNCLEAR,NO,NO,UNCLEAR,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121297205,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,51.982383728027344,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Economic Impact of International Fund for Agricultural Development-Value Chain Development Programme (IFAD-VCDP) on Rice Farmers in North Central Zone, Nigeria",N/A,0.0,SKIPPED: No human title available,YES,NO,NO,UNCLEAR,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121295885,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,56.49536657333374,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Daycare and maternal labor force participation in rural India,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121058370,Longitudinal Monitoring and Independent impact assessment of Chars Livelihoods Programme (CLP) - Final Evaluation Report - Volume 1,Jasper Paul; Nikitin Denis; Brockerhoff Stephanie; Jahan Ferdous; Resch Elisabeth; Ahsan Tahera; ,2016,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,CONFLICT,50.887794494628906,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,NO_EXTRACTION,0.0,ERROR: No title extracted from full-text,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,YES,YES,INCLUDE,INCLUDE,True
121295064,,,,,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,47.707093715667725,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Agro-clusters and smallholder welfare in Ethiopia,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121325752,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Study design. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,56.395047187805176,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,An integrated depression treatment/economic strengthening intervention in rural Bangladesh,N/A,0.0,SKIPPED: No human title available,YES,YES,UNCLEAR,NO,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121341621,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,54.99290466308594,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Family Stress Model analysis of integrated poverty reduction intervention impact on child mental health in Burkina Faso,N/A,0.0,SKIPPED: No human title available,YES,YES,NO,UNCLEAR,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121316677,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Cash support. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,54.15986490249634,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The Impact of Land Redistribution: Evidence from South Africa's LRAD program,N/A,0.0,SKIPPED: No human title available,YES,NO,YES,YES,YES,YES,NO,NO,UNKNOWN,EXCLUDE,N/A
121339826,,,,,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,41.653247356414795,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Agricultural Economics and Nelson Mandela's Vision: Poverty Reduction Through Agricultural Development,N/A,0.0,SKIPPED: No human title available,YES,NO,NO,NO,YES,UNCLEAR,NO,NO,UNKNOWN,EXCLUDE,N/A
121295638,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Cash support. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,50.78165030479431,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Evaluation of the Saemaul Zero Hunger Communities Project in Tanzania and Bangladesh,N/A,0.0,SKIPPED: No human title available,YES,NO,UNCLEAR,YES,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121295680,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Cash support. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,58.06304430961609,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Complementary feeding and stunting in Ethiopia,N/A,0.0,SKIPPED: No human title available,YES,NO,UNCLEAR,YES,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
121295842,,,,,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,49.186872720718384,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Conditional cash transfers and parenting support program effects on child development outcomes,N/A,0.0,SKIPPED: No human title available,YES,YES,NO,UNCLEAR,YES,YES,YES,NO,UNKNOWN,EXCLUDE,N/A
