paper_id,title,authors,year,human_decision,ai_decision,confidence,rule_applied,agreement_level,processing_time,engine1_model,engine2_model,extracted_title,title_match,title_similarity,title_validation_status,criterion_1_lmic,criterion_2_cash,criterion_3_assets,criterion_4_design,criterion_5_year,criterion_6_completed,has_qualitative_data,has_cost_data,human_class,ai_class,agreement
121354173,"The impact of rural livelihood diversification on household poverty: evidence from Jimma zone, Oromia national regional state, Southwest Ethiopia",Abebe Tsehaynesh Chalchisa; Tamiru; Eneyew; Adugna; ,2021,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,"Definite exclusion: 3 key criteria are NO: Cash support, Productive assets, Study design. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,42.12799072265625,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Impact of Livelihood Diversification on Household Poverty in Jimma Zone, Ethiopia",PARTIAL,0.7168141592920354,MATCH_MEDIUM (similarity: 0.72),YES,NO,NO,NO,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121341929,Farmers' livelihood through 'one house one farm' approach in selected areas of Mymensingh district of Bangladesh,Uddin M T; Jannat A; ,2016,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Cash support. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,53.05650019645691,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of 'One House One Farm' Approach on Farmers' Livelihood Status in Selected Areas of Mymensingh District,NO,0.6486486486486487,MISMATCH (similarity: 0.65),YES,NO,UNCLEAR,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121364630,"The impact of the livelihoods and income fortification and socio-civic transformation project on the quality of life, wellbeing, self-esteem, and quality of neighbourhood social environment among the youth in slum areas of in Kampala, Uganda","Renzaho Andre M. N; Doh Daniel Mahumud, Rashidul A; Galukande Moses Kamara, Joseph K; ",2020,EXCLUDE - no social protection intervention,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,54.73495435714722,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of the Urban Program on Livelihoods and Income Fortification and Socio-civic Transformation (UPLIFT) project on quality of life and psychological wellbeing of young people in Kampala slums,NO,0.6605504587155964,MISMATCH (similarity: 0.66),YES,NO,NO,UNCLEAR,YES,YES,YES,NO,EXCLUDE,EXCLUDE,True
121294728,"Impact of Conditional Cash Transfer on Households Food Security in Akwa Ibom State, Nigeria",Ibok Otu W; Okon Iniobong E; Akpan Oscar P; Isip Imefon F; ,2025,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,57.507142066955566,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The Nigerian government introduced the Household Upliftment Program (HUP) which is a conditional cash transfer scheme,NO,0.34615384615384615,MISMATCH (similarity: 0.35),YES,YES,NO,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121294727,The Effects of a Multifaceted Poverty Alleviation Program on Rural Income and Household Behavior in China,Li Rui; Song Hong; Zhang Jun; Zhang Junsen; ,2025,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,PARTIAL,53.20624613761902,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,NO_EXTRACTION,0.0,ERROR: No title extracted from full-text,YES,NO,NO,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121294773,Evaluation of the Labor Impact of the National Program of Direct Support to the Poorest - JUNTOS in Peru,Arpasi-Lima Wilson S; Ticona-Campos Varanny N; Rodríguez Limachi; Omar M; Yapuchura-Saico Cristóbal R; Incacutipa-Limachi Duverly J; Ticona Carrizales; Lucio; ,2024,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,44.23031568527222,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Labor impact of the National Program of direct support to the poorest JUNTOS in Peru for the year 2021,PARTIAL,0.8155339805825242,MATCH_MEDIUM (similarity: 0.82),YES,YES,NO,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121336797,"Reaching the People Whom Microfinance Cannot Reach: Learning from BRAC's ""Targeting the Ultra Poor"" Programme","Hulme David Moore, Karen, Seraj, Kazi Faisal Bin; ",2011,EXCLUDE - not an IE,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,CONFLICT,40.19728708267212,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,NO_EXTRACTION,0.0,ERROR: No title extracted from full-text,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,EXCLUDE,INCLUDE,False
121378247,Can a light-touch graduation model enhance livelihood outcomes? Evidence from Ethiopia,Leight Jessica; Alderman Harold; Gilligan Daniel O; Hidrobo Melissa; Mulford Michael; ,2023,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,47.777854442596436,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Strengthen PSNP4 Institutions and Resilience (SPIR) Evaluation,NO,0.20270270270270271,MISMATCH (similarity: 0.20),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,YES,NO,INCLUDE,INCLUDE,True
121327105,"Grow the Pie, or Have It? Using Machine Learning to Impact Heterogeneity in the Ultra-Poor Graduation Model",Chowdhury Reajul Alam; Ceballos-Sierra; Federico; Sulaiman; Munshi; ,2024,INCLUDE - IE of grad programme,INCLUDE_CLEAR,"Clear inclusion: All 6 substantive criteria YES, engines in strong agreement (6/7 criteria agree). Paper clearly meets inclusion requirements.",Rule 2: All YES + AGREE → INCLUDE_CLEAR,AGREE,43.80327033996582,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Anti-poverty interventions often face a trade-off between immediate reduction in poverty, measured by consumption, and building assets for longer-term gains",NO,0.23574144486692014,MISMATCH (similarity: 0.24),YES,YES,YES,YES,YES,YES,NO,YES,INCLUDE,INCLUDE,True
121378217,Impact evaluation report: Egypt’s Forsa graduation program,Gilligan Daniel O; Kurdi Sikandra; Tabe-Ojong Martin Paul; Yassa Basma; ,2022,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,66.62286186218262,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,NO_EXTRACTION,0.0,ERROR: No title extracted from full-text,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,INCLUDE,INCLUDE,True
121378213,Including scalable nutrition interventions in a graduation model program: Experimental evidence from Ethiopia,Alderman Harold; Gilligan Daniel O; Leight Jessica; Mamo Tigist; Mulford Michael; Tambet Heleene; ,2023,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,41.712507247924805,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Strengthening PSNP4 Institutions and Resilience (SPIR) Impact Evaluation,NO,0.32044198895027626,MISMATCH (similarity: 0.32),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,INCLUDE,INCLUDE,True
121340926,Evaluation of health impacts of a disability-inclusive graduation programme among ultra-poor people with disabilities in Uganda: secondary analysis of a cluster randomized trial,Chen Shanquan Banks; Lena Morgon; Kipchumba; Elijah; Davey; Calu; ,2025,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,41.93594145774841,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Effectiveness of a disability-inclusive graduation programme on health outcomes among ultra-poor people with disabilities in Uganda: a cluster-randomised controlled trial,PARTIAL,0.7550432276657061,MATCH_MEDIUM (similarity: 0.76),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,YES,INCLUDE,INCLUDE,True
121336926,How Much Can Asset Transfers Help the Poorest? Evaluating the Results of BRAC's Ultra-poor Programme (2002-2008),Krishna Anirudh Poghosyan; Meri; Das; Narayan; ,2012,INCLUDE - IE of grad programme,INCLUDE_CLEAR,"Clear inclusion: All 6 substantive criteria YES, engines in strong agreement (6/7 criteria agree). Paper clearly meets inclusion requirements.",Rule 2: All YES + AGREE → INCLUDE_CLEAR,AGREE,61.859691858291626,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,How Much Can Asset Transfers Help the Poorest?,NO,0.5822784810126582,MISMATCH (similarity: 0.58),YES,YES,YES,YES,YES,YES,YES,NO,INCLUDE,INCLUDE,True
121347787,The impact of livestock asset transfers on the livelihoods of the ultra-poor,Das Narayan Kamruzzaman; Md; Ahmed; Md Shakil; ,2022,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,41.63767695426941,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"Livestock Asset Transfers and the Livelihoods of the Ultra-poor in West Bengal, India",PARTIAL,0.7577639751552795,MATCH_MEDIUM (similarity: 0.76),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,INCLUDE,INCLUDE,True
121351060,Impact of a livelihood promotion program on income generation and food consumption among ultra-poor households in rural Bangladesh,Volpenhein Paige Kim; Hee Sun; Kim; Yunjeong; Hussein; Md Iqbal; Bi; ,2022,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Cash support. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,59.11557579040527,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of a graduation approach program on livelihood promotion and economic development in Bangladesh: A one-year longitudinal study,NO,0.43346007604562736,MISMATCH (similarity: 0.43),YES,NO,YES,UNCLEAR,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121315736,Food insecurity mediates the effect of a poverty-alleviation program on psychosocial health among the ultra-poor in Bangladesh,Jalal C S. B; Frongillo E A; Warren A M; ,2015,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,54.08692789077759,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Food insecurity as a mediator of the relationship between a poverty alleviation program and psychosocial health in Bangladesh,PARTIAL,0.7569721115537849,MATCH_MEDIUM (similarity: 0.76),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,YES,NO,INCLUDE,INCLUDE,True
121430610,"Endline Report of the Resilience Food Security Activity Graduating to Resilience in Uganda, Cohort 1",,    ,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,52.114524364471436,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Graduating to Resilience RFSA Evaluation,NO,0.38571428571428573,MISMATCH (similarity: 0.39),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,YES,INCLUDE,INCLUDE,True
121378527,The Effects of a Light-Touch Graduation Model on Livelihoods Outcomes: Evidence from Ethiopia,Alderman Harold; Gilligan Daniel O; Hidrobo Melissa; Leight Jessica; Mulford Michael; Tambet Heleene; ,2023,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,49.36249899864197,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,SPIR (Strengthen PSNP Institutions and Resilience) Graduation Program Evaluation,NO,0.3468208092485549,MISMATCH (similarity: 0.35),UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,INCLUDE,INCLUDE,True
121378502,SPIR Impact Evaluation Midline Webinar,Mulford Michael; Gilligan Daniel O; Tambet Heleene; Leight Jessica; Alderman Harold; Hidrobo Melissa; ,2020,INCLUDE - IE of grad programme,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,CONFLICT,55.6888484954834,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,ERROR: Expecting value: line 1 column 1 (char 0),NO,0.3953488372093023,MISMATCH (similarity: 0.40),UNCLEAR,NO,NO,UNCLEAR,YES,NO,NO,NO,INCLUDE,EXCLUDE,False
121364115,Research on the promotion of poverty alleviation resources input to the distribution justice of poverty-stricken areas,Guan R; Wang Q; Yu J; ,2020,EXCLUDE - no graduation intervention,CONFLICT,"DECISION CONFLICT: Engines reach different conclusions. Engine 1 (Engine1_Interpretation) → INCLUDE, Engine 2 (Engine2_Interpretation) → EXCLUDE. Requires human resolution to determine correct inclusion decision.",Rule C: Decision conflict → CONFLICT,CONFLICT,57.3954496383667,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Research on the promotion of poverty alleviation resources input to the distribution justice of poverty-stricken areas,YES,1.0,MATCH_HIGH,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,NO,EXCLUDE,MAYBE,False
121362141,"Social protection and multidimensional poverty: Lessons from Ethiopia, India and Peru",Borga L G; D'Ambrosio C; ,2021,EXCLUDE - no graduation intervention,INCLUDE_CLEAR,"Clear inclusion: All 6 substantive criteria YES, engines in strong agreement (6/7 criteria agree). Paper clearly meets inclusion requirements.",Rule 2: All YES + AGREE → INCLUDE_CLEAR,AGREE,49.50192737579346,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,"We investigate the impact of three large-scale social-protection schemes in Ethiopia, India, and Peru on multidimensional poverty",NO,0.4205607476635514,MISMATCH (similarity: 0.42),YES,YES,YES,YES,YES,YES,NO,NO,EXCLUDE,INCLUDE,False
121360003,Financial inclusion and women’s economic empowerment: Evidence from Ethiopia,Adera A; Abdisa L T; ,2023,EXCLUDE - no social protection intervention,EXCLUDE_CLEAR,"Definite exclusion: 2 key criteria are NO: Cash support, Productive assets. Paper does not meet inclusion requirements.",Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,41.28151226043701,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,The relationship between financial inclusion and women's economic empowerment in Ethiopia,PARTIAL,0.7636363636363637,MATCH_MEDIUM (similarity: 0.76),YES,NO,NO,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121359952,Effect of social protection programmes on household food security: a case of the Livelihood Empowerment Against Poverty (LEAP) programme in the Tolon District of Ghana,Akurugu S; Damba O T; Mohammed A R; ,2023,EXCLUDE - no graduation intervention,EXCLUDE_CLEAR,Definite exclusion: 1 key criteria are NO: Productive assets. Paper does not meet inclusion requirements.,Rule 1: Key NO → EXCLUDE_CLEAR,AGREE,48.62968635559082,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,Impact of Ghana's Livelihood Empowerment Against Poverty (LEAP) programme on household food security in the Tolon District of the Northern Region,NO,0.5833333333333334,MISMATCH (similarity: 0.58),YES,YES,NO,YES,YES,YES,NO,NO,EXCLUDE,EXCLUDE,True
121355522,Scalable Nutrition Interventions in a Graduation Model Program: Experimental Evidence from Ethiopia,Alderman H; Gilligan D O; Leight J; Mamo T; Mulford M; Tambet H; ,2025,INCLUDE - IE of grad programme,INCLUDE_LIKELY,"Known graduation program from curated list verified via Stage 1.5. Per policy, override to INCLUDE (conservative: INCLUDE_LIKELY).",Rule 0: Curated program match (Stage 1.5) → INCLUDE_LIKELY,AGREE,46.56568217277527,anthropic/claude-3.5-sonnet,openai/gpt-4o-2024-11-20,,NO_EXTRACTION,0.0,ERROR: No title extracted from full-text,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,NO,YES,INCLUDE,INCLUDE,True
